Site Name,Sub-site,Habitat Type ,Habitat Type Area (acres),Year post-completion,Year,Date Details,Metrics,Values,Units,Metric Groups,Metric Type,Collection Method,Data Collection Frequency,Restoration Goal Met? (Y/N),Metric Significance,Analyzed by who?,Notes
Malibu Lagoon,Station 3 - Channel Banks,Brackish Estuary,31,2,2014,May 2014,Sand % (0.0625 mm to 2 mm),69,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 3 - Channel Banks,Brackish Estuary,31,2,2014,May 2014,Gravel % (>2 mm),15.6,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 3 - Channel Banks,Brackish Estuary,31,2,2014,May 2014,Median Grain Size ,Fine Sand,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 3 - Channel Plains,Brackish Estuary,31,2,2014,May 2014,Total Silt and Clay % (0 to 0.0625 mm),6.5,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 3 - Channel Plains,Brackish Estuary,31,2,2014,May 2014,Sand % (0.0625 mm to 2 mm),81,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 3 - Channel Plains,Brackish Estuary,31,2,2014,May 2014,Gravel % (>2 mm),12.5,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 3 - Channel Plains,Brackish Estuary,31,2,2014,May 2014,Median Grain Size ,Medium Sand,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 3 - Thalweg,Brackish Estuary,31,2,2014,May 2014,Total Silt and Clay % (0 to 0.0625 mm),69.8,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 3 - Thalweg,Brackish Estuary,31,2,2014,May 2014,Sand % (0.0625 mm to 2 mm),30.2,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 3 - Thalweg,Brackish Estuary,31,2,2014,May 2014,Gravel % (>2 mm),0,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 3 - Thalweg,Brackish Estuary,31,2,2014,May 2014,Median Grain Size ,Silt,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 4 - Channel Banks,Brackish Estuary,31,2,2014,May 2014,Total Silt and Clay % (0 to 0.0625 mm),2.4,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 4 - Channel Banks,Brackish Estuary,31,2,2014,May 2014,Sand % (0.0625 mm to 2 mm),74.3,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 4 - Channel Banks,Brackish Estuary,31,2,2014,May 2014,Gravel % (>2 mm),23.3,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 4 - Channel Banks,Brackish Estuary,31,2,2014,May 2014,Median Grain Size ,Medium Sand,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 4 - Channel Plains,Brackish Estuary,31,2,2014,May 2014,Total Silt and Clay % (0 to 0.0625 mm),16.4,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 4 - Channel Plains,Brackish Estuary,31,2,2014,May 2014,Sand % (0.0625 mm to 2 mm),76.5,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 4 - Channel Plains,Brackish Estuary,31,2,2014,May 2014,Gravel % (>2 mm),7.1,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 4 - Channel Plains,Brackish Estuary,31,2,2014,May 2014,Median Grain Size ,Fine Sand,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 4 - Thalweg,Brackish Estuary,31,2,2014,May 2014,Total Silt and Clay % (0 to 0.0625 mm),22.9,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 4 - Thalweg,Brackish Estuary,31,2,2014,May 2014,Sand % (0.0625 mm to 2 mm),77.1,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 4 - Thalweg,Brackish Estuary,31,2,2014,May 2014,Gravel % (>2 mm),0,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 4 - Thalweg,Brackish Estuary,31,2,2014,May 2014,Median Grain Size ,Fine Sand,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 5 - Channel Banks,Brackish Estuary,31,2,2014,May 2014,Total Silt and Clay % (0 to 0.0625 mm),13.3,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 5 - Channel Banks,Brackish Estuary,31,2,2014,May 2014,Sand % (0.0625 mm to 2 mm),74.9,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 5 - Channel Banks,Brackish Estuary,31,2,2014,May 2014,Gravel % (>2 mm),11.8,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 5 - Channel Banks,Brackish Estuary,31,2,2014,May 2014,Median Grain Size ,Medium Sand,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 5 - Channel Plains,Brackish Estuary,31,2,2014,May 2014,Total Silt and Clay % (0 to 0.0625 mm),11.1,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 5 - Channel Plains,Brackish Estuary,31,2,2014,May 2014,Sand % (0.0625 mm to 2 mm),83.4,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 5 - Channel Plains,Brackish Estuary,31,2,2014,May 2014,Gravel % (>2 mm),5.5,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 5 - Channel Plains,Brackish Estuary,31,2,2014,May 2014,Median Grain Size ,Medium Sand,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 5 - Thalweg,Brackish Estuary,31,2,2014,May 2014,Total Silt and Clay % (0 to 0.0625 mm),64.5,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 5 - Thalweg,Brackish Estuary,31,2,2014,May 2014,Sand % (0.0625 mm to 2 mm),35.5,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 5 - Thalweg,Brackish Estuary,31,2,2014,May 2014,Gravel % (>2 mm),0,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 5 - Thalweg,Brackish Estuary,31,2,2014,May 2014,Median Grain Size ,Silt,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 8 - Channel Banks,Brackish Estuary,31,2,2014,May 2014,Total Silt and Clay % (0 to 0.0625 mm),33.3,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 8 - Channel Banks,Brackish Estuary,31,2,2014,May 2014,Sand % (0.0625 mm to 2 mm),66.7,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 8 - Channel Banks,Brackish Estuary,31,2,2014,May 2014,Gravel % (>2 mm),0,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 8 - Channel Banks,Brackish Estuary,31,2,2014,May 2014,Median Grain Size ,Fine Sand,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 8 - Channel Plains,Brackish Estuary,31,2,2014,May 2014,Total Silt and Clay % (0 to 0.0625 mm),5.3,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 8 - Channel Plains,Brackish Estuary,31,2,2014,May 2014,Sand % (0.0625 mm to 2 mm),67.8,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 8 - Channel Plains,Brackish Estuary,31,2,2014,May 2014,Gravel % (>2 mm),26.9,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 8 - Channel Plains,Brackish Estuary,31,2,2014,May 2014,Median Grain Size ,Medium Sand,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 8 - Thalweg,Brackish Estuary,31,2,2014,May 2014,Total Silt and Clay % (0 to 0.0625 mm),1.2,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 8 - Thalweg,Brackish Estuary,31,2,2014,May 2014,Sand % (0.0625 mm to 2 mm),41.6,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 8 - Thalweg,Brackish Estuary,31,2,2014,May 2014,Gravel % (>2 mm),67.2,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 8 - Thalweg,Brackish Estuary,31,2,2014,May 2014,Median Grain Size ,Gravel,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 1 - Channel,Brackish Estuary,31,2,2014,December 2014,Total Silt and Clay % (0 to 0.0625 mm),13.9,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 1 - Channel,Brackish Estuary,31,2,2014,December 2014,Sand % (0.0625 mm to 2 mm),82.7,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 1 - Channel,Brackish Estuary,31,2,2014,December 2014,Gravel % (>2 mm),3.4,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 1 - Channel,Brackish Estuary,31,2,2014,December 2014,Median Grain Size ,Fine Sand,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 1 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Total Silt and Clay % (0 to 0.0625 mm),4.6,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 1 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Sand % (0.0625 mm to 2 mm),80.4,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 1 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Gravel % (>2 mm),15,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 1 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Median Grain Size ,Coarse Sand,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 2 - Channel,Brackish Estuary,31,2,2014,December 2014,Total Silt and Clay % (0 to 0.0625 mm),68.1,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 2 - Channel,Brackish Estuary,31,2,2014,December 2014,Sand % (0.0625 mm to 2 mm),31.9,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 2 - Channel,Brackish Estuary,31,2,2014,December 2014,Gravel % (>2 mm),0,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 2 - Channel,Brackish Estuary,31,2,2014,December 2014,Median Grain Size ,Silt,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 2 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Total Silt and Clay % (0 to 0.0625 mm),75.2,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 2 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Sand % (0.0625 mm to 2 mm),24.8,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 2 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Gravel % (>2 mm),0,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 2 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Median Grain Size ,Silt,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 3 - Channel,Brackish Estuary,31,2,2014,December 2014,Total Silt and Clay % (0 to 0.0625 mm),45.2,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 3 - Channel,Brackish Estuary,31,2,2014,December 2014,Sand % (0.0625 mm to 2 mm),54.8,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 3 - Channel,Brackish Estuary,31,2,2014,December 2014,Gravel % (>2 mm),0,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 3 - Channel,Brackish Estuary,31,2,2014,December 2014,Median Grain Size ,Very Fine Sand,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 3 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Total Silt and Clay % (0 to 0.0625 mm),69.4,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 3 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Sand % (0.0625 mm to 2 mm),30.6,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 3 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Gravel % (>2 mm),0,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 3 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Median Grain Size ,Silt,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 4 - Channel,Brackish Estuary,31,2,2014,December 2014,Total Silt and Clay % (0 to 0.0625 mm),41.6,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 4 - Channel,Brackish Estuary,31,2,2014,December 2014,Sand % (0.0625 mm to 2 mm),57.3,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 4 - Channel,Brackish Estuary,31,2,2014,December 2014,Gravel % (>2 mm),1.1,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 4 - Channel,Brackish Estuary,31,2,2014,December 2014,Median Grain Size ,Very Fine Sand,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 4 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Total Silt and Clay % (0 to 0.0625 mm),42.7,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 4 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Sand % (0.0625 mm to 2 mm),56.2,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 4 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Gravel % (>2 mm),1.1,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 4 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Median Grain Size ,Fine Sand,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 5 - Channel,Brackish Estuary,31,2,2014,December 2014,Total Silt and Clay % (0 to 0.0625 mm),66.6,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 5 - Channel,Brackish Estuary,31,2,2014,December 2014,Sand % (0.0625 mm to 2 mm),32,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 5 - Channel,Brackish Estuary,31,2,2014,December 2014,Gravel % (>2 mm),1.4,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 5 - Channel,Brackish Estuary,31,2,2014,December 2014,Median Grain Size ,Silt,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 5 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Total Silt and Clay % (0 to 0.0625 mm),63,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 5 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Sand % (0.0625 mm to 2 mm),37,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 5 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Gravel % (>2 mm),0,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 5 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Median Grain Size ,Silt,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 6 - Channel,Brackish Estuary,31,2,2014,December 2014,Total Silt and Clay % (0 to 0.0625 mm),85,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 6 - Channel,Brackish Estuary,31,2,2014,December 2014,Sand % (0.0625 mm to 2 mm),15,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 6 - Channel,Brackish Estuary,31,2,2014,December 2014,Gravel % (>2 mm),0,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 6 - Channel,Brackish Estuary,31,2,2014,December 2014,Median Grain Size ,Silt,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 6 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Total Silt and Clay % (0 to 0.0625 mm),13.3,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 6 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Sand % (0.0625 mm to 2 mm),56.7,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 6 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Gravel % (>2 mm),30,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 6 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Median Grain Size ,Coarse Sand,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 7 - Channel,Brackish Estuary,31,2,2014,December 2014,Total Silt and Clay % (0 to 0.0625 mm),71.6,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 7 - Channel,Brackish Estuary,31,2,2014,December 2014,Sand % (0.0625 mm to 2 mm),28.4,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 7 - Channel,Brackish Estuary,31,2,2014,December 2014,Gravel % (>2 mm),0,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 7 - Channel,Brackish Estuary,31,2,2014,December 2014,Median Grain Size ,Silt,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 7 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Total Silt and Clay % (0 to 0.0625 mm),81.5,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 7 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Sand % (0.0625 mm to 2 mm),14.2,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 7 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Gravel % (>2 mm),4.3,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 7 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Median Grain Size ,Silt,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 8 - Channel,Brackish Estuary,31,2,2014,December 2014,Total Silt and Clay % (0 to 0.0625 mm),14.4,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 8 - Channel,Brackish Estuary,31,2,2014,December 2014,Sand % (0.0625 mm to 2 mm),64.2,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 8 - Channel,Brackish Estuary,31,2,2014,December 2014,Gravel % (>2 mm),21.4,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 8 - Channel,Brackish Estuary,31,2,2014,December 2014,Median Grain Size ,Medium Sand,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 8 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Total Silt and Clay % (0 to 0.0625 mm),44,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 8 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Sand % (0.0625 mm to 2 mm),56,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 8 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Gravel % (>2 mm),0,Percent,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 8 - Thalweg,Brackish Estuary,31,2,2014,December 2014,Median Grain Size ,Very Fine Sand,NA,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 2 - Channel Bank,Brackish Estuary,31,2,2014,May 2014,"Nitrate + Nitrite, as N (mg/kg)",2.11,mg/kg,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 2 - Channel Bank,Brackish Estuary,31,2,2014,May 2014,TN (mg/kg),630,mg/kg,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 2 - Channel Bank,Brackish Estuary,31,2,2014,May 2014,TKN (mg/kg),628,mg/kg,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 2 - Channel Bank,Brackish Estuary,31,2,2014,May 2014,TP (mg/kg),704,mg/kg,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 2 - Channel Plain,Brackish Estuary,31,2,2014,May 2014,"Nitrate + Nitrite, as N (mg/kg)",2.22,mg/kg,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 2 - Channel Plain,Brackish Estuary,31,2,2014,May 2014,TN (mg/kg),754,mg/kg,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 2 - Channel Plain,Brackish Estuary,31,2,2014,May 2014,TKN (mg/kg),752,mg/kg,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 2 - Channel Plain,Brackish Estuary,31,2,2014,May 2014,TP (mg/kg),588,mg/kg,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 2 - Thalweg,Brackish Estuary,31,2,2014,May 2014,"Nitrate + Nitrite, as N (mg/kg)",3.28,mg/kg,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 2 - Thalweg,Brackish Estuary,31,2,2014,May 2014,TN (mg/kg),1921,mg/kg,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 2 - Thalweg,Brackish Estuary,31,2,2014,May 2014,TKN (mg/kg),1920,mg/kg,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 2 - Thalweg,Brackish Estuary,31,2,2014,May 2014,TP (mg/kg),631,mg/kg,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 3 - Channel Bank,Brackish Estuary,31,2,2014,May 2014,"Nitrate + Nitrite, as N (mg/kg)",0.72,mg/kg,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 3 - Channel Bank,Brackish Estuary,31,2,2014,May 2014,TN (mg/kg),572,mg/kg,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
Malibu Lagoon,Station 3 - Channel Bank,Brackish Estuary,31,2,2014,May 2014,TKN (mg/kg),571,mg/kg,Soils,Physical,Sediment Sampling,Semi-annual ,NA,NA,TM,
